location,propertyType,squaredMeter,room,bathroom,prices
TUXTLA GUTIERREZ,Casa,135.0,3,2,1799000
TUXTLA GUTIERREZ,Casa,135.0,3,3,1800000
TUXTLA GUTIERREZ,Casa,135.0,4,3,1800000
TUXTLA GUTIERREZ,Casa,135.0,3,1,1800000
TUXTLA GUTIERREZ,Casa,135.0,3,4,1800000
TUXTLA GUTIERREZ,Casa,141.0,3,3,1800000
TUXTLA GUTIERREZ,Casa,141.0,4,2,1800000
TUXTLA GUTIERREZ,Casa,141.0,4,4,1800000
TUXTLA GUTIERREZ,Casa,141.0,4,3,1800000
TUXTLA GUTIERREZ,Casa,141.0,3,3,1800000
TUXTLA GUTIERREZ,Casa,135.0,3,2,1800000
TUXTLA GUTIERREZ,Casa,135.0,3,2,1800000
TUXTLA GUTIERREZ,Casa,135.0,2,2,1800000
TUXTLA GUTIERREZ,Casa,135.0,3,3,1800000
TUXTLA GUTIERREZ,Casa,135.0,2,2,1800000
TUXTLA GUTIERREZ,Casa,170.0,4,4,1800000
TUXTLA GUTIERREZ,Casa,170.0,5,3,1800000
TUXTLA GUTIERREZ,Casa,170.0,5,3,1800000
TUXTLA GUTIERREZ,Casa,135.0,5,3,1800000
TUXTLA GUTIERREZ,Casa,135.0,5,3,1800000
TUXTLA GUTIERREZ,Casa,135.0,4,3,1800000
TUXTLA GUTIERREZ,Casa,145.0,3,2,1800000
TUXTLA GUTIERREZ,Casa,145.0,4,2,1800000
TUXTLA GUTIERREZ,Casa,145.0,3,2,1800000
TUXTLA GUTIERREZ,Casa,145.0,5,3,1800000
TUXTLA GUTIERREZ,Casa,145.0,4,2,1800000
TUXTLA GUTIERREZ,Casa,145.0,3,3,1800000
TUXTLA GUTIERREZ,Casa,145.0,5,3,1800000
TUXTLA GUTIERREZ,Casa,145.0,4,3,1800000
TUXTLA GUTIERREZ,Casa,145.0,5,4,1800000
TUXTLA GUTIERREZ,Casa,145.0,5,3,1800000
TUXTLA GUTIERREZ,Casa,135.0,5,3,1800000
TUXTLA GUTIERREZ,Casa,141.0,5,3,1800000
TUXTLA GUTIERREZ,Casa,141.0,3,1,1809000
TUXTLA GUTIERREZ,Casa,141.0,3,1,1809000
TUXTLA GUTIERREZ,Departamento,141.0,3,2,1820000
TUXTLA GUTIERREZ,Casa,141.0,3,4,1825000
TUXTLA GUTIERREZ,Casa,141.0,2,1,1850000
TUXTLA GUTIERREZ,Casa,141.0,3,3,1850000
TUXTLA GUTIERREZ,Casa,135.0,3,3,1850000
TUXTLA GUTIERREZ,Casa,170.0,3,3,1850000
TUXTLA GUTIERREZ,Casa,170.0,2,2,1850000
TUXTLA GUTIERREZ,Casa,170.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,170.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,170.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,170.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,170.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,170.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,170.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,170.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,135.0,5,2,1850000
TUXTLA GUTIERREZ,Casa,135.0,4,2,1850000
TUXTLA GUTIERREZ,Casa,135.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,135.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,135.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,135.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,175.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,175.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,170.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,170.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,112.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,250.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,160.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,270.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,179.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,120.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,200.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,120.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,141.0,4,4,1850000
TUXTLA GUTIERREZ,Casa,150.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,200.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,201.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,163.0,3,3,1850000
TUXTLA GUTIERREZ,Casa,140.0,3,4,1850000
TUXTLA GUTIERREZ,Casa,150.0,3,3,1850000
TUXTLA GUTIERREZ,Casa,141.0,3,4,1850000
TUXTLA GUTIERREZ,Casa,180.0,4,2,1850000
TUXTLA GUTIERREZ,Casa,140.0,4,2,1850000
TUXTLA GUTIERREZ,Casa,171.0,4,2,1850000
TUXTLA GUTIERREZ,Casa,226.0,4,2,1850000
TUXTLA GUTIERREZ,Casa,175.0,4,2,1850000
TUXTLA GUTIERREZ,Casa,175.0,4,2,1850000
TUXTLA GUTIERREZ,Casa,175.0,4,2,1850000
TUXTLA GUTIERREZ,Casa,175.0,4,2,1850000
TUXTLA GUTIERREZ,Casa,175.0,4,2,1850000
TUXTLA GUTIERREZ,Casa,175.0,4,2,1850000
TUXTLA GUTIERREZ,Departamento,175.0,3,4,1850000
TUXTLA GUTIERREZ,Casa,175.0,5,2,1850000
TUXTLA GUTIERREZ,Casa,175.0,3,3,1850000
TUXTLA GUTIERREZ,Casa,175.0,3,2,1850000
TUXTLA GUTIERREZ,Casa,175.0,3,3,1850000
TUXTLA GUTIERREZ,Casa,175.0,3,2,1850000
TUXTLA GUTIERREZ,Casa,175.0,3,2,1850000
TUXTLA GUTIERREZ,Casa,175.0,3,2,1850000
TUXTLA GUTIERREZ,Casa,175.0,3,2,1850000
TUXTLA GUTIERREZ,Casa,175.0,4,2,1850000
TUXTLA GUTIERREZ,Casa,175.0,4,2,1850000
TUXTLA GUTIERREZ,Casa,175.0,3,3,1850000
TUXTLA GUTIERREZ,Casa,175.0,4,2,1850000
TUXTLA GUTIERREZ,Casa,175.0,4,2,1850000
TUXTLA GUTIERREZ,Casa,165.0,4,2,1850000
TUXTLA GUTIERREZ,Casa,130.0,4,2,1850000
TUXTLA GUTIERREZ,Casa,193.0,3,2,1850000
TUXTLA GUTIERREZ,Casa,175.0,3,2,1850000
TUXTLA GUTIERREZ,Casa,175.0,3,2,1850000
TUXTLA GUTIERREZ,Casa,175.0,3,2,1850000
TUXTLA GUTIERREZ,Casa,175.0,3,3,1850000
TUXTLA GUTIERREZ,Casa,175.0,3,3,1850000
TUXTLA GUTIERREZ,Casa,175.0,4,2,1850000
TUXTLA GUTIERREZ,Casa,175.0,4,2,1850000
TUXTLA GUTIERREZ,Casa,175.0,4,2,1850000
TUXTLA GUTIERREZ,Casa,175.0,3,2,1850000
TUXTLA GUTIERREZ,Casa,175.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,175.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,175.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,175.0,3,3,1850000
TUXTLA GUTIERREZ,Casa,175.0,3,3,1850000
TUXTLA GUTIERREZ,Casa,175.0,3,3,1850000
TUXTLA GUTIERREZ,Casa,175.0,3,3,1850000
TUXTLA GUTIERREZ,Casa,175.0,3,3,1850000
TUXTLA GUTIERREZ,Casa,175.0,3,3,1850000
TUXTLA GUTIERREZ,Casa,175.0,3,3,1850000
TUXTLA GUTIERREZ,Casa,150.0,3,3,1850000
TUXTLA GUTIERREZ,Casa,200.0,3,3,1850000
TUXTLA GUTIERREZ,Casa,207.0,3,3,1850000
TUXTLA GUTIERREZ,Casa,121.0,3,3,1850000
TUXTLA GUTIERREZ,Casa,120.0,3,3,1850000
TUXTLA GUTIERREZ,Casa,120.0,3,3,1850000
TUXTLA GUTIERREZ,Casa,262.0,3,3,1850000
TUXTLA GUTIERREZ,Casa,150.0,3,2,1850000
TUXTLA GUTIERREZ,Casa,150.0,3,2,1850000
TUXTLA GUTIERREZ,Casa,170.0,3,2,1850000
TUXTLA GUTIERREZ,Casa,150.0,3,3,1850000
TUXTLA GUTIERREZ,Casa,200.0,3,2,1850000
TUXTLA GUTIERREZ,Casa,205.0,3,2,1850000
TUXTLA GUTIERREZ,Casa,205.0,3,2,1850000
TUXTLA GUTIERREZ,Casa,121.0,3,2,1850000
TUXTLA GUTIERREZ,Casa,121.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,121.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,121.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,121.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,121.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,121.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,121.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,121.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,121.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,121.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,121.0,4,2,1850000
TUXTLA GUTIERREZ,Casa,121.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,121.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,165.0,3,2,1850000
TUXTLA GUTIERREZ,Casa,165.0,4,2,1850000
TUXTLA GUTIERREZ,Casa,165.0,4,2,1850000
TUXTLA GUTIERREZ,Casa,240.0,3,3,1850000
TUXTLA GUTIERREZ,Casa,220.0,3,3,1850000
TUXTLA GUTIERREZ,Casa,400.0,4,3,1850000
TUXTLA GUTIERREZ,Casa,180.0,4,3,1850000
TUXTLA GUTIERREZ,Departamento,219.0,3,2,1877000
TUXTLA GUTIERREZ,Casa,180.0,4,3,1880000
TUXTLA GUTIERREZ,Casa,300.0,3,2,1890000
TUXTLA GUTIERREZ,Casa,175.0,4,1,1890000
TUXTLA GUTIERREZ,Casa,175.0,3,3,1890000
TUXTLA GUTIERREZ,Casa,175.0,3,1,1890000
TUXTLA GUTIERREZ,Casa,140.0,3,2,1890000
TUXTLA GUTIERREZ,Casa,200.0,3,3,1900000
TUXTLA GUTIERREZ,Casa,220.0,3,3,1900000
TUXTLA GUTIERREZ,Casa,180.0,2,2,1900000
TUXTLA GUTIERREZ,Casa,200.0,2,1,1900000
TUXTLA GUTIERREZ,Casa,175.0,3,2,1900000
TUXTLA GUTIERREZ,Casa,175.0,3,3,1900000
TUXTLA GUTIERREZ,Casa,300.0,2,3,1900000
TUXTLA GUTIERREZ,Casa,175.0,4,3,1900000
TUXTLA GUTIERREZ,Casa,180.0,3,3,1900000
TUXTLA GUTIERREZ,Casa,175.0,2,2,1900000
TUXTLA GUTIERREZ,Casa,175.0,3,2,1900000
TUXTLA GUTIERREZ,Casa,175.0,3,2,1900000
TUXTLA GUTIERREZ,Casa,175.0,4,2,1900000
TUXTLA GUTIERREZ,Departamento,175.0,3,3,1907420
TUXTLA GUTIERREZ,Casa,175.0,3,2,1917000
TUXTLA GUTIERREZ,Casa,175.0,3,1,1950000
TUXTLA GUTIERREZ,Casa,175.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,175.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,180.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,180.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,140.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,100.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,100.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,150.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,100.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,175.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,160.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,300.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,137.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,121.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,180.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,210.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,210.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,250.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,200.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,210.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,120.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,180.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,149.0,3,2,1950000
TUXTLA GUTIERREZ,Casa,210.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,164.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,200.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,200.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,165.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,165.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,165.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,165.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,165.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,165.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,165.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,165.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,165.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,165.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,144.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,144.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,200.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,150.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,127.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,165.0,3,2,1950000
TUXTLA GUTIERREZ,Casa,250.0,5,3,1950000
TUXTLA GUTIERREZ,Casa,200.0,4,4,1950000
TUXTLA GUTIERREZ,Casa,150.0,3,3,1950000
TUXTLA GUTIERREZ,Casa,150.0,3,4,1955000
TUXTLA GUTIERREZ,Casa,112.0,3,4,1979000
TUXTLA GUTIERREZ,Casa,78.0,3,4,1980000
TUXTLA GUTIERREZ,Casa,160.0,3,2,1980000
TUXTLA GUTIERREZ,Casa,251.0,5,4,1985000
TUXTLA GUTIERREZ,Casa,218.0,4,3,1990000
TUXTLA GUTIERREZ,Casa,150.0,4,3,1990000
TUXTLA GUTIERREZ,Casa,160.0,4,3,1990000
TUXTLA GUTIERREZ,Casa,160.0,3,2,1990000
TUXTLA GUTIERREZ,Casa,160.0,3,3,1990000
TUXTLA GUTIERREZ,Casa,190.0,3,2,1990000
TUXTLA GUTIERREZ,Casa,190.0,4,3,1995000
TUXTLA GUTIERREZ,Casa,190.0,3,3,1995000
TUXTLA GUTIERREZ,Casa,169.0,4,3,1995000
TUXTLA GUTIERREZ,Casa,144.0,4,4,1995000
TUXTLA GUTIERREZ,Casa,190.0,4,4,1995000
TUXTLA GUTIERREZ,Casa,280.0,4,4,1995000
TUXTLA GUTIERREZ,Casa,200.0,3,4,1995000
TUXTLA GUTIERREZ,Casa,200.0,3,4,1995000
TUXTLA GUTIERREZ,Casa,180.0,3,4,1995000
TUXTLA GUTIERREZ,Casa,200.0,3,4,1995000
TUXTLA GUTIERREZ,Casa,132.0,3,4,1995000
TUXTLA GUTIERREZ,Casa,169.0,3,4,1995000
TUXTLA GUTIERREZ,Casa,177.0,3,4,1995000
TUXTLA GUTIERREZ,Casa,175.0,3,4,1995000
TUXTLA GUTIERREZ,Casa,265.0,3,4,1995000
TUXTLA GUTIERREZ,Casa,265.0,3,4,1995000
TUXTLA GUTIERREZ,Casa,145.0,3,4,1995000
TUXTLA GUTIERREZ,Casa,189.0,4,2,1995000
TUXTLA GUTIERREZ,Casa,125.0,4,2,1995000
TUXTLA GUTIERREZ,Casa,250.0,4,2,1995000
TUXTLA GUTIERREZ,Casa,169.0,5,3,2000000
TUXTLA GUTIERREZ,Casa,177.0,3,2,2000000
TUXTLA GUTIERREZ,Casa,177.0,3,2,2000000
TUXTLA GUTIERREZ,Casa,220.0,4,4,2000000
TUXTLA GUTIERREZ,Casa,175.0,4,2,2000000
TUXTLA GUTIERREZ,Casa,112.0,2,2,2000000
TUXTLA GUTIERREZ,Casa,200.0,3,3,2000000
TUXTLA GUTIERREZ,Casa,180.0,4,3,2000000
TUXTLA GUTIERREZ,Casa,125.0,3,3,2000000
TUXTLA GUTIERREZ,Casa,250.0,3,3,2000000
TUXTLA GUTIERREZ,Casa,550.0,3,3,2000000
TUXTLA GUTIERREZ,Casa,540.0,3,2,2000000
TUXTLA GUTIERREZ,Casa,175.0,3,2,2000000
TUXTLA GUTIERREZ,Casa,200.0,3,3,2000000
TUXTLA GUTIERREZ,Casa,154.0,4,4,2000000
TUXTLA GUTIERREZ,Casa,180.0,4,3,2000000
TUXTLA GUTIERREZ,Casa,154.0,3,3,2000000
TUXTLA GUTIERREZ,Casa,154.0,3,3,2000000
TUXTLA GUTIERREZ,Casa,154.0,2,3,2000000
TUXTLA GUTIERREZ,Casa,154.0,3,3,2000000
TUXTLA GUTIERREZ,Casa,154.0,2,3,2000000
TUXTLA GUTIERREZ,Casa,154.0,3,2,2000000
TUXTLA GUTIERREZ,Casa,154.0,3,3,2000000
TUXTLA GUTIERREZ,Casa,154.0,3,3,2000000
TUXTLA GUTIERREZ,Casa,154.0,3,4,2000000
TUXTLA GUTIERREZ,Casa,154.0,3,3,2000000
TUXTLA GUTIERREZ,Casa,154.0,3,3,2000000
TUXTLA GUTIERREZ,Casa,154.0,3,3,2000000
TUXTLA GUTIERREZ,Casa,154.0,3,3,2000000
TUXTLA GUTIERREZ,Casa,154.0,3,3,2000000
TUXTLA GUTIERREZ,Casa,154.0,3,3,2000000
TUXTLA GUTIERREZ,Casa,220.0,4,4,2000000
TUXTLA GUTIERREZ,Casa,240.0,3,3,2000000
TUXTLA GUTIERREZ,Casa,220.0,3,2,2002858
TUXTLA GUTIERREZ,Casa,200.0,2,2,2042500
TUXTLA GUTIERREZ,Casa,200.0,2,2,2042500
TUXTLA GUTIERREZ,Casa,200.0,3,2,2042500
TUXTLA GUTIERREZ,Casa,200.0,2,2,2042500
TUXTLA GUTIERREZ,Casa,220.0,4,3,2050000
TUXTLA GUTIERREZ,Casa,198.0,3,3,2080000
TUXTLA GUTIERREZ,Casa,203.0,4,3,2096800
TUXTLA GUTIERREZ,Casa,200.0,3,3,2099000
TUXTLA GUTIERREZ,Casa,200.0,3,4,2100000
TUXTLA GUTIERREZ,Casa,210.0,3,3,2100000
TUXTLA GUTIERREZ,Casa,210.0,3,3,2100000
TUXTLA GUTIERREZ,Casa,210.0,3,3,2100000
TUXTLA GUTIERREZ,Casa,210.0,3,3,2100000
TUXTLA GUTIERREZ,Casa,210.0,3,2,2100000
TUXTLA GUTIERREZ,Casa,210.0,3,3,2100000
TUXTLA GUTIERREZ,Casa,210.0,3,4,2100000
TUXTLA GUTIERREZ,Casa,210.0,3,3,2100000
TUXTLA GUTIERREZ,Casa,210.0,3,3,2100000
TUXTLA GUTIERREZ,Casa,210.0,3,2,2100000
TUXTLA GUTIERREZ,Casa,210.0,3,3,2100000
TUXTLA GUTIERREZ,Casa,210.0,3,2,2120000
TUXTLA GUTIERREZ,Casa,210.0,2,2,2120000
TUXTLA GUTIERREZ,Casa,210.0,2,1,2135000
TUXTLA GUTIERREZ,Casa,210.0,2,1,2135000
TUXTLA GUTIERREZ,Casa,210.0,4,2,2150000
TUXTLA GUTIERREZ,Casa,210.0,3,2,2150000
TUXTLA GUTIERREZ,Casa,210.0,4,2,2150000
TUXTLA GUTIERREZ,Casa,210.0,3,2,2150000
TUXTLA GUTIERREZ,Casa,198.0,4,2,2150000
TUXTLA GUTIERREZ,Casa,240.0,4,2,2150000
TUXTLA GUTIERREZ,Casa,250.0,4,2,2150000
TUXTLA GUTIERREZ,Casa,240.0,4,2,2150000
TUXTLA GUTIERREZ,Casa,210.0,4,2,2150000
TUXTLA GUTIERREZ,Casa,210.0,4,2,2150000
TUXTLA GUTIERREZ,Casa,210.0,2,3,2150000
TUXTLA GUTIERREZ,Casa,210.0,2,3,2150000
TUXTLA GUTIERREZ,Casa,210.0,3,4,2150000
TUXTLA GUTIERREZ,Casa,210.0,3,3,2200000
TUXTLA GUTIERREZ,Departamento,210.0,2,2,2200000
TUXTLA GUTIERREZ,Casa,210.0,3,3,2200000
TUXTLA GUTIERREZ,Casa,210.0,3,3,2200000
TUXTLA GUTIERREZ,Casa,210.0,3,2,2200000
TUXTLA GUTIERREZ,Casa,210.0,3,3,2200000
TUXTLA GUTIERREZ,Casa,210.0,3,3,2200000
TUXTLA GUTIERREZ,Casa,210.0,3,2,2200000
TUXTLA GUTIERREZ,Casa,210.0,3,2,2200000
TUXTLA GUTIERREZ,Casa,210.0,3,3,2200000
TUXTLA GUTIERREZ,Casa,210.0,2,1,2200000
TUXTLA GUTIERREZ,Casa,200.0,4,3,2200000
TUXTLA GUTIERREZ,Casa,178.0,3,3,2200000
TUXTLA GUTIERREZ,Casa,240.0,3,3,2200000
TUXTLA GUTIERREZ,Casa,160.0,3,2,2200000
TUXTLA GUTIERREZ,Casa,291.0,3,3,2200000
TUXTLA GUTIERREZ,Casa,245.0,4,3,2200000
TUXTLA GUTIERREZ,Casa,180.0,4,3,2200000
TUXTLA GUTIERREZ,Casa,228.0,3,3,2200000
TUXTLA GUTIERREZ,Casa,179.0,4,4,2200000
TUXTLA GUTIERREZ,Casa,200.0,3,2,2200000
TUXTLA GUTIERREZ,Casa,130.0,3,2,2200000
TUXTLA GUTIERREZ,Casa,200.0,4,3,2200000
TUXTLA GUTIERREZ,Casa,300.0,3,3,2200000
TUXTLA GUTIERREZ,Casa,238.0,3,2,2222000
TUXTLA GUTIERREZ,Casa,292.0,4,2,2230000
TUXTLA GUTIERREZ,Casa,120.0,4,3,2230000
TUXTLA GUTIERREZ,Casa,165.0,3,3,2230000
TUXTLA GUTIERREZ,Casa,139.0,4,3,2230000
TUXTLA GUTIERREZ,Departamento,180.0,2,2,2240000
TUXTLA GUTIERREZ,Casa,200.0,3,3,2249000
TUXTLA GUTIERREZ,Casa,210.0,3,4,2249000
TUXTLA GUTIERREZ,Casa,200.0,3,4,2250000
TUXTLA GUTIERREZ,Casa,127.0,4,4,2250000
TUXTLA GUTIERREZ,Casa,127.0,4,4,2250000
TUXTLA GUTIERREZ,Casa,127.0,4,2,2250000
TUXTLA GUTIERREZ,Casa,150.0,3,3,2256000
TUXTLA GUTIERREZ,Departamento,178.0,2,2,2260000
TUXTLA GUTIERREZ,Casa,412.0,5,3,2260000
TUXTLA GUTIERREZ,Departamento,240.0,2,2,2260000
TUXTLA GUTIERREZ,Casa,190.0,3,3,2290000
TUXTLA GUTIERREZ,Casa,693.0,3,2,2299000
TUXTLA GUTIERREZ,Casa,182.0,3,3,2299000
TUXTLA GUTIERREZ,Casa,160.0,3,3,2299000
TUXTLA GUTIERREZ,Casa,250.0,4,3,2300000
TUXTLA GUTIERREZ,Casa,256.0,3,2,2300000
TUXTLA GUTIERREZ,Casa,240.0,3,3,2300000
TUXTLA GUTIERREZ,Casa,220.0,3,2,2300000
TUXTLA GUTIERREZ,Casa,230.0,3,3,2300000
TUXTLA GUTIERREZ,Casa,235.0,3,3,2300000
TUXTLA GUTIERREZ,Departamento,48.0,3,2,2300000
TUXTLA GUTIERREZ,Casa,179.0,4,3,2300000
TUXTLA GUTIERREZ,Casa,230.0,3,2,2300000
TUXTLA GUTIERREZ,Casa,230.0,4,3,2300000
TUXTLA GUTIERREZ,Casa,230.0,5,3,2303500
TUXTLA GUTIERREZ,Casa,230.0,4,4,2303500
TUXTLA GUTIERREZ,Casa,230.0,3,3,2307940
TUXTLA GUTIERREZ,Casa,230.0,3,2,2320000
TUXTLA GUTIERREZ,Casa,230.0,3,2,2320000
TUXTLA GUTIERREZ,Casa,230.0,3,3,2345000
TUXTLA GUTIERREZ,Casa,230.0,3,3,2345000
TUXTLA GUTIERREZ,Casa,230.0,3,3,2345000
TUXTLA GUTIERREZ,Casa,230.0,3,3,2345000
TUXTLA GUTIERREZ,Casa,230.0,3,3,2345000
TUXTLA GUTIERREZ,Casa,180.0,3,3,2345000
TUXTLA GUTIERREZ,Casa,179.0,3,3,2345000
TUXTLA GUTIERREZ,Casa,230.0,3,3,2345000
TUXTLA GUTIERREZ,Casa,230.0,3,3,2345000
TUXTLA GUTIERREZ,Casa,230.0,3,3,2345000
TUXTLA GUTIERREZ,Casa,230.0,3,3,2345000
TUXTLA GUTIERREZ,Casa,230.0,3,2,2345000
TUXTLA GUTIERREZ,Casa,230.0,3,3,2345000
TUXTLA GUTIERREZ,Casa,230.0,3,3,2345000
TUXTLA GUTIERREZ,Casa,230.0,3,3,2345000
TUXTLA GUTIERREZ,Casa,230.0,3,3,2345000
TUXTLA GUTIERREZ,Casa,230.0,3,2,2345000
TUXTLA GUTIERREZ,Casa,234.0,3,3,2350000
TUXTLA GUTIERREZ,Casa,150.0,4,4,2350000
TUXTLA GUTIERREZ,Casa,150.0,4,2,2350000
TUXTLA GUTIERREZ,Casa,300.0,3,3,2350000
TUXTLA GUTIERREZ,Casa,165.0,3,3,2350000
TUXTLA GUTIERREZ,Casa,230.0,3,3,2350000
TUXTLA GUTIERREZ,Casa,178.0,3,3,2350000
TUXTLA GUTIERREZ,Casa,176.0,3,3,2350000
TUXTLA GUTIERREZ,Casa,180.0,2,4,2350000
TUXTLA GUTIERREZ,Casa,165.0,4,4,2350000
TUXTLA GUTIERREZ,Casa,300.0,3,3,2350000
TUXTLA GUTIERREZ,Casa,120.0,3,1,2382100
TUXTLA GUTIERREZ,Casa,260.0,3,2,2382100
TUXTLA GUTIERREZ,Casa,238.0,4,5,2385000
TUXTLA GUTIERREZ,Casa,180.0,5,5,2385000
TUXTLA GUTIERREZ,Casa,180.0,5,4,2385000
TUXTLA GUTIERREZ,Casa,200.0,5,5,2385000
TUXTLA GUTIERREZ,Casa,240.0,5,4,2385000
TUXTLA GUTIERREZ,Casa,240.0,5,4,2385000
TUXTLA GUTIERREZ,Casa,150.0,5,4,2385000
TUXTLA GUTIERREZ,Casa,199.0,5,4,2385000
TUXTLA GUTIERREZ,Casa,199.0,5,4,2385000
TUXTLA GUTIERREZ,Casa,202.0,5,4,2385000
TUXTLA GUTIERREZ,Casa,220.0,4,5,2385000
TUXTLA GUTIERREZ,Casa,265.0,5,4,2385000
TUXTLA GUTIERREZ,Casa,265.0,5,5,2385000
TUXTLA GUTIERREZ,Casa,265.0,5,5,2385000
TUXTLA GUTIERREZ,Casa,265.0,5,4,2385000
TUXTLA GUTIERREZ,Casa,265.0,5,4,2385000
TUXTLA GUTIERREZ,Casa,265.0,5,4,2385000
TUXTLA GUTIERREZ,Casa,265.0,5,4,2385000
TUXTLA GUTIERREZ,Casa,265.0,4,5,2385000
TUXTLA GUTIERREZ,Casa,265.0,3,3,2390000
TUXTLA GUTIERREZ,Casa,200.0,3,3,2400000
TUXTLA GUTIERREZ,Casa,265.0,5,3,2400000
TUXTLA GUTIERREZ,Casa,265.0,3,2,2400000
TUXTLA GUTIERREZ,Casa,265.0,4,3,2400000
TUXTLA GUTIERREZ,Casa,265.0,4,3,2400000
TUXTLA GUTIERREZ,Casa,265.0,4,3,2400000
TUXTLA GUTIERREZ,Casa,265.0,4,3,2400000
TUXTLA GUTIERREZ,Casa,265.0,4,3,2400000
TUXTLA GUTIERREZ,Casa,265.0,4,3,2400000
TUXTLA GUTIERREZ,Casa,265.0,4,3,2400000
TUXTLA GUTIERREZ,Casa,265.0,4,3,2400000
TUXTLA GUTIERREZ,Casa,265.0,4,3,2400000
TUXTLA GUTIERREZ,Casa,265.0,4,3,2400000
